timestamp,open,high,low,close,volume,available_time
2024-09-19T08:00:00+00:00,1,1,1,1,100,2024-09-19T08:00:00+00:00
2024-09-19T12:00:00+00:00,1,1,1,1,100,2024-09-19T12:00:00+00:00
2024-09-19T16:00:00+00:00,1,1,1,1,100,2024-09-19T16:00:00+00:00
2024-09-19T20:00:00+00:00,1,1,1,1,100,2024-09-19T20:00:00+00:00
2024-09-20T00:00:00+00:00,1,1,1,1,100,2024-09-20T00:00:00+00:00
2024-09-20T04:00:00+00:00,1,1,1,1,100,2024-09-20T04:00:00+00:00
2024-09-20T08:00:00+00:00,1,1,1,1,100,2024-09-20T08:00:00+00:00
2024-09-20T12:00:00+00:00,1,1,1,1,100,2024-09-20T12:00:00+00:00
2024-09-20T16:00:00+00:00,1,1,1,1,100,2024-09-20T16:00:00+00:00
2024-09-20T20:00:00+00:00,1,1,1,1,100,2024-09-20T20:00:00+00:00
2024-09-21T00:00:00+00:00,1,1,1,1,100,2024-09-21T00:00:00+00:00
2024-09-21T04:00:00+00:00,1,1,1,1,100,2024-09-21T04:00:00+00:00
2024-09-21T08:00:00+00:00,1,1,1,1,100,2024-09-21T08:00:00+00:00
2024-09-21T12:00:00+00:00,1,1,1,1,100,2024-09-21T12:00:00+00:00
2024-09-21T16:00:00+00:00,1,1,1,1,100,2024-09-21T16:00:00+00:00
2024-09-21T20:00:00+00:00,1,1,1,1,100,2024-09-21T20:00:00+00:00
2024-09-22T00:00:00+00:00,1,1,1,1,100,2024-09-22T00:00:00+00:00
2024-09-22T04:00:00+00:00,1,1,1,1,100,2024-09-22T04:00:00+00:00
2024-09-22T08:00:00+00:00,1,1,1,1,100,2024-09-22T08:00:00+00:00
2024-09-22T12:00:00+00:00,1,1,1,1,100,2024-09-22T12:00:00+00:00
2024-09-22T16:00:00+00:00,1,1,1,1,100,2024-09-22T16:00:00+00:00
2024-09-22T20:00:00+00:00,1,1,1,1,100,2024-09-22T20:00:00+00:00
2024-09-23T00:00:00+00:00,1,1,1,1,100,2024-09-23T00:00:00+00:00
2024-09-23T04:00:00+00:00,1,1,1,1,100,2024-09-23T04:00:00+00:00
2024-09-23T08:00:00+00:00,1,1,1,1,100,2024-09-23T08:00:00+00:00
2024-09-23T12:00:00+00:00,1,1,1,1,100,2024-09-23T12:00:00+00:00
2024-09-23T16:00:00+00:00,1,1,1,1,100,2024-09-23T16:00:00+00:00
2024-09-23T20:00:00+00:00,1,1,1,1,100,2024-09-23T20:00:00+00:00
2024-09-24T00:00:00+00:00,1,1,1,1,100,2024-09-24T00:00:00+00:00
2024-09-24T04:00:00+00:00,1,1,1,1,100,2024-09-24T04:00:00+00:00
2024-09-24T08:00:00+00:00,1,1,1,1,100,2024-09-24T08:00:00+00:00
2024-09-24T12:00:00+00:00,1,1,1,1,100,2024-09-24T12:00:00+00:00
2024-09-24T16:00:00+00:00,1,1,1,1,100,2024-09-24T16:00:00+00:00
2024-09-24T20:00:00+00:00,1,1,1,1,100,2024-09-24T20:00:00+00:00
2024-09-25T00:00:00+00:00,1,1,1,1,100,2024-09-25T00:00:00+00:00
2024-09-25T04:00:00+00:00,1,1,1,1,100,2024-09-25T04:00:00+00:00
2024-09-25T08:00:00+00:00,1,1,1,1,100,2024-09-25T08:00:00+00:00
2024-09-25T12:00:00+00:00,1,1,1,1,100,2024-09-25T12:00:00+00:00
2024-09-25T16:00:00+00:00,1,1,1,1,100,2024-09-25T16:00:00+00:00
2024-09-25T20:00:00+00:00,1,1,1,1,100,2024-09-25T20:00:00+00:00
2024-09-26T00:00:00+00:00,1,1,1,1,100,2024-09-26T00:00:00+00:00
2024-09-26T04:00:00+00:00,1,1,1,1,100,2024-09-26T04:00:00+00:00
2024-09-26T08:00:00+00:00,1,1,1,1,100,2024-09-26T08:00:00+00:00
2024-09-26T12:00:00+00:00,1,1,1,1,100,2024-09-26T12:00:00+00:00
2024-09-26T16:00:00+00:00,1,1,1,1,100,2024-09-26T16:00:00+00:00
2024-09-26T20:00:00+00:00,1,1,1,1,100,2024-09-26T20:00:00+00:00
2024-09-27T00:00:00+00:00,1,1,1,1,100,2024-09-27T00:00:00+00:00
2024-09-27T04:00:00+00:00,1,1,1,1,100,2024-09-27T04:00:00+00:00
2024-09-27T08:00:00+00:00,1,1,1,1,100,2024-09-27T08:00:00+00:00
2024-09-27T12:00:00+00:00,1,1,1,1,100,2024-09-27T12:00:00+00:00
2024-09-27T16:00:00+00:00,1,1,1,1,100,2024-09-27T16:00:00+00:00
2024-09-27T20:00:00+00:00,1,1,1,1,100,2024-09-27T20:00:00+00:00
2024-09-28T00:00:00+00:00,1,1,1,1,100,2024-09-28T00:00:00+00:00
2024-09-28T04:00:00+00:00,1,1,1,1,100,2024-09-28T04:00:00+00:00
2024-09-28T08:00:00+00:00,1,1,1,1,100,2024-09-28T08:00:00+00:00
2024-09-28T12:00:00+00:00,1,1,1,1,100,2024-09-28T12:00:00+00:00
2024-09-28T16:00:00+00:00,1,1,1,1,100,2024-09-28T16:00:00+00:00
2024-09-28T20:00:00+00:00,1,1,1,1,100,2024-09-28T20:00:00+00:00
2024-09-29T00:00:00+00:00,1,1,1,1,100,2024-09-29T00:00:00+00:00
2024-09-29T04:00:00+00:00,1,1,1,1,100,2024-09-29T04:00:00+00:00
2024-09-29T08:00:00+00:00,1,1,1,1,100,2024-09-29T08:00:00+00:00
2024-09-29T12:00:00+00:00,1,1,1,1,100,2024-09-29T12:00:00+00:00
2024-09-29T16:00:00+00:00,1,1,1,1,100,2024-09-29T16:00:00+00:00
2024-09-29T20:00:00+00:00,1,1,1,1,100,2024-09-29T20:00:00+00:00
2024-09-30T00:00:00+00:00,1,1,1,1,100,2024-09-30T00:00:00+00:00
2024-09-30T04:00:00+00:00,1,1,1,1,100,2024-09-30T04:00:00+00:00
2024-09-30T08:00:00+00:00,1,1,1,1,100,2024-09-30T08:00:00+00:00
2024-09-30T12:00:00+00:00,1,1,1,1,100,2024-09-30T12:00:00+00:00
2024-09-30T16:00:00+00:00,1,1,1,1,100,2024-09-30T16:00:00+00:00
2024-09-30T20:00:00+00:00,1,1,1,1,100,2024-09-30T20:00:00+00:00
